city,area,bedrooms,bathrooms,price,address
Munich,156,3,2,1428980,Munich Street 3844
Hamburg,181,4,3,1628870,Hamburg Street 3626
Munich,159,3,2,991250,Munich Street 652
Munich,80,2,2,632476,Munich Street 1179
Cologne,177,4,3,1017627,Cologne Street 1016
Stuttgart,49,1,1,395367,Stuttgart Street 1533
Hamburg,88,2,1,789493,Hamburg Street 3234
Stuttgart,181,4,4,1195421,Stuttgart Street 4928
Frankfurt,159,3,3,647308,Frankfurt Street 1788
Frankfurt,94,2,2,672751,Frankfurt Street 1973
Cologne,31,1,1,249312,Cologne Street 2306
Munich,46,1,1,433042,Munich Street 515
Frankfurt,118,2,1,999220,Frankfurt Street 3524
Berlin,144,3,2,883585,Berlin Street 723
Hamburg,180,4,4,964475,Hamburg Street 4961
Stuttgart,46,1,1,380555,Stuttgart Street 2614
Frankfurt,121,3,3,786320,Frankfurt Street 3035
Frankfurt,106,2,2,1187962,Frankfurt Street 2568
Cologne,78,1,1,590919,Cologne Street 4811
Munich,40,1,1,300515,Munich Street 3357
Frankfurt,148,3,3,1013243,Frankfurt Street 3304
Frankfurt,148,3,3,1132941,Frankfurt Street 1251
Munich,128,3,3,1035884,Munich Street 201
Munich,111,2,2,1154246,Munich Street 1224
Frankfurt,123,3,2,995169,Frankfurt Street 3559
Stuttgart,74,1,1,473788,Stuttgart Street 4858
Munich,85,2,1,995668,Munich Street 135
Frankfurt,150,3,2,1181538,Frankfurt Street 2220
Hamburg,80,2,1,664570,Hamburg Street 4075
Frankfurt,70,1,1,479581,Frankfurt Street 4501
Hamburg,88,2,1,679614,Hamburg Street 3986
Cologne,157,3,3,1134028,Cologne Street 3565
Munich,154,3,2,814289,Munich Street 2895
Berlin,47,1,1,428633,Berlin Street 3906
Cologne,104,2,1,889748,Cologne Street 1927
Cologne,156,3,2,976531,Cologne Street 3411
Frankfurt,33,1,1,200655,Frankfurt Street 1300
Hamburg,191,4,4,1470793,Hamburg Street 3515
Cologne,61,1,1,421992,Cologne Street 4339
Hamburg,117,2,2,902323,Hamburg Street 1050
Hamburg,174,4,4,1300801,Hamburg Street 518
Berlin,144,3,3,1030768,Berlin Street 3417
Munich,83,2,2,909714,Munich Street 1913
Hamburg,192,4,4,1539469,Hamburg Street 2299
Cologne,117,2,2,628578,Cologne Street 1593
Munich,112,2,1,1211431,Munich Street 4857
Cologne,90,2,1,812811,Cologne Street 4003
Cologne,150,3,2,1663019,Cologne Street 2568
Cologne,54,1,1,284690,Cologne Street 1216
Cologne,112,2,1,798595,Cologne Street 4336
Frankfurt,148,3,3,673685,Frankfurt Street 549
Frankfurt,129,3,2,1117515,Frankfurt Street 2263
Stuttgart,66,1,1,440728,Stuttgart Street 484
Frankfurt,93,2,1,1004453,Frankfurt Street 26
Hamburg,121,3,3,736231,Hamburg Street 4603
Munich,99,2,2,557210,Munich Street 3971
Hamburg,184,4,3,1199933,Hamburg Street 1542
Cologne,184,4,3,756853,Cologne Street 2422
Stuttgart,45,1,1,388199,Stuttgart Street 4289
Cologne,102,2,1,407131,Cologne Street 3081
Frankfurt,32,1,1,251020,Frankfurt Street 2139
Munich,66,1,1,327869,Munich Street 208
Berlin,196,4,4,1192388,Berlin Street 645
Hamburg,149,3,2,1425403,Hamburg Street 3660
Stuttgart,127,3,2,1021203,Stuttgart Street 4865
Frankfurt,110,2,1,709824,Frankfurt Street 2241
Frankfurt,100,2,1,775132,Frankfurt Street 4969
Frankfurt,102,2,1,798466,Frankfurt Street 4805
Munich,112,2,1,1041988,Munich Street 1016
Berlin,113,2,2,533708,Berlin Street 3022
Munich,110,2,2,1045810,Munich Street 4507
Berlin,190,4,4,567015,Berlin Street 2654
Frankfurt,75,1,1,511303,Frankfurt Street 283
Stuttgart,102,2,2,690294,Stuttgart Street 4634
Cologne,40,1,1,306452,Cologne Street 1081
Frankfurt,46,1,1,360423,Frankfurt Street 1147
Munich,56,1,1,342190,Munich Street 1926
Berlin,122,3,3,636780,Berlin Street 2771
Berlin,135,3,3,912368,Berlin Street 570
Frankfurt,132,3,2,1013318,Frankfurt Street 4299
Frankfurt,194,4,4,1337933,Frankfurt Street 1270
Cologne,52,1,1,319595,Cologne Street 3675
Munich,59,1,1,571325,Munich Street 1863
Munich,44,1,1,335276,Munich Street 430
Stuttgart,87,2,2,641004,Stuttgart Street 348
Berlin,86,2,1,801598,Berlin Street 1251
Munich,158,3,3,960598,Munich Street 2646
Frankfurt,192,4,4,942936,Frankfurt Street 158
Cologne,104,2,2,818030,Cologne Street 193
Stuttgart,136,3,2,881556,Stuttgart Street 329
Munich,180,4,3,1432619,Munich Street 1711
Munich,179,4,4,1283794,Munich Street 59
Hamburg,50,1,1,341294,Hamburg Street 4171
Munich,131,3,2,1469494,Munich Street 1248
Cologne,31,1,1,244617,Cologne Street 2177
Cologne,125,3,3,996577,Cologne Street 1310
Munich,185,4,4,1127096,Munich Street 2741
Munich,113,2,2,739363,Munich Street 3217
Berlin,196,4,4,550602,Berlin Street 3700
Berlin,144,3,3,784483,Berlin Street 1677
Munich,58,1,1,587330,Munich Street 3175
Berlin,82,2,1,588106,Berlin Street 4672
Stuttgart,106,2,1,759779,Stuttgart Street 4860
Hamburg,122,3,3,874482,Hamburg Street 446
Stuttgart,190,4,3,1228667,Stuttgart Street 4644
Hamburg,85,2,1,637062,Hamburg Street 2539
Berlin,85,2,1,637129,Berlin Street 2736
Munich,157,3,3,903219,Munich Street 2682
Frankfurt,130,3,2,1074768,Frankfurt Street 4028
Frankfurt,173,4,4,1601045,Frankfurt Street 2036
Berlin,187,4,3,1114589,Berlin Street 3
Berlin,188,4,3,1393251,Berlin Street 92
Hamburg,30,1,1,337593,Hamburg Street 3646
Frankfurt,175,4,3,1336514,Frankfurt Street 797
Berlin,124,3,2,869401,Berlin Street 1563
Frankfurt,125,3,2,831078,Frankfurt Street 2294
Frankfurt,197,4,3,1592302,Frankfurt Street 2437
Berlin,60,1,1,425901,Berlin Street 1162
Hamburg,146,3,2,1092163,Hamburg Street 986
Stuttgart,37,1,1,220906,Stuttgart Street 1431
Berlin,58,1,1,392559,Berlin Street 1924
Frankfurt,178,4,4,1794422,Frankfurt Street 2213
Berlin,174,4,4,1232481,Berlin Street 519
Stuttgart,69,1,1,617065,Stuttgart Street 534
Frankfurt,126,3,2,936212,Frankfurt Street 305
Frankfurt,140,3,3,1255778,Frankfurt Street 3379
Munich,33,1,1,296166,Munich Street 517
Hamburg,102,2,2,594730,Hamburg Street 1661
Hamburg,36,1,1,275712,Hamburg Street 1541
Munich,144,3,2,981232,Munich Street 362
Cologne,141,3,3,837438,Cologne Street 1897
Stuttgart,42,1,1,326927,Stuttgart Street 2983
Berlin,183,4,4,1260214,Berlin Street 3738
Frankfurt,169,4,3,1004670,Frankfurt Street 3058
Stuttgart,125,3,2,1135122,Stuttgart Street 2628
Stuttgart,193,4,4,1613095,Stuttgart Street 3335
Munich,178,4,4,1299749,Munich Street 3049
Frankfurt,118,2,2,637361,Frankfurt Street 1210
Stuttgart,156,3,3,1136092,Stuttgart Street 2952
Frankfurt,52,1,1,369425,Frankfurt Street 1128
Hamburg,121,3,3,890913,Hamburg Street 3693
Cologne,72,1,1,454043,Cologne Street 2814
Cologne,190,4,3,773273,Cologne Street 4906
Hamburg,168,4,3,1115651,Hamburg Street 4700
Munich,82,2,2,654396,Munich Street 670
Frankfurt,58,1,1,509733,Frankfurt Street 4257
Berlin,177,4,3,989844,Berlin Street 2087
Cologne,200,5,4,1816599,Cologne Street 1858
Stuttgart,115,2,2,532742,Stuttgart Street 958
Hamburg,125,3,3,1136010,Hamburg Street 4286
Stuttgart,130,3,2,931257,Stuttgart Street 4727
Hamburg,134,3,2,1130665,Hamburg Street 1850
Stuttgart,194,4,4,1478222,Stuttgart Street 1276
Stuttgart,78,1,1,718327,Stuttgart Street 4133
Berlin,156,3,2,935442,Berlin Street 592
Stuttgart,108,2,1,632023,Stuttgart Street 3327
Hamburg,83,2,1,767378,Hamburg Street 1565
Berlin,34,1,1,215984,Berlin Street 2424
Berlin,83,2,1,563406,Berlin Street 585
Berlin,94,2,2,761886,Berlin Street 975
Frankfurt,121,3,3,749008,Frankfurt Street 87
Stuttgart,182,4,4,1527569,Stuttgart Street 2812
Frankfurt,125,3,2,859970,Frankfurt Street 2489
Frankfurt,188,4,4,1427637,Frankfurt Street 4861
Berlin,155,3,2,1022064,Berlin Street 4096
Hamburg,119,2,1,599721,Hamburg Street 2096
Stuttgart,151,3,3,956093,Stuttgart Street 4416
Berlin,138,3,3,1139382,Berlin Street 4017
Berlin,127,3,2,971810,Berlin Street 3994
Berlin,151,3,3,969203,Berlin Street 4455
Berlin,51,1,1,347619,Berlin Street 771
Frankfurt,127,3,3,932304,Frankfurt Street 1978
Cologne,150,3,2,1296743,Cologne Street 2645
Hamburg,171,4,4,1181865,Hamburg Street 1775
Cologne,135,3,2,960566,Cologne Street 85
Stuttgart,62,1,1,571580,Stuttgart Street 4148
Frankfurt,47,1,1,309603,Frankfurt Street 3795
Hamburg,174,4,4,1643370,Hamburg Street 4389
Stuttgart,42,1,1,218580,Stuttgart Street 4798
Berlin,162,4,4,1396202,Berlin Street 1425
Frankfurt,105,2,1,757955,Frankfurt Street 327
Hamburg,183,4,4,1253644,Hamburg Street 3496
Berlin,69,1,1,278966,Berlin Street 1632
Frankfurt,154,3,2,1091940,Frankfurt Street 47
Frankfurt,197,4,3,1217046,Frankfurt Street 3087
Berlin,107,2,1,610976,Berlin Street 1831
Hamburg,179,4,4,1253406,Hamburg Street 1874
Stuttgart,143,3,2,1277946,Stuttgart Street 832
Munich,65,1,1,575440,Munich Street 4958
Cologne,36,1,1,259863,Cologne Street 4065
Hamburg,140,3,2,787143,Hamburg Street 4303
Stuttgart,124,3,2,766179,Stuttgart Street 3430
Frankfurt,38,1,1,403028,Frankfurt Street 3575
Cologne,138,3,2,800417,Cologne Street 534
Berlin,97,2,2,839347,Berlin Street 3889
Frankfurt,159,3,2,1179911,Frankfurt Street 1127
Berlin,36,1,1,234107,Berlin Street 708
Cologne,77,1,1,635688,Cologne Street 3655
Stuttgart,169,4,4,1589924,Stuttgart Street 4566
Hamburg,152,3,2,1070145,Hamburg Street 1520
Cologne,135,3,2,846718,Cologne Street 4585
Berlin,89,2,1,572030,Berlin Street 1208
Hamburg,64,1,1,491946,Hamburg Street 92
Hamburg,45,1,1,381756,Hamburg Street 924
Cologne,200,5,5,1361150,Cologne Street 4798
Cologne,32,1,1,244533,Cologne Street 1123
Hamburg,92,2,2,879449,Hamburg Street 1750
Munich,199,4,4,1820497,Munich Street 3919
Frankfurt,84,2,1,696038,Frankfurt Street 1413
Frankfurt,171,4,3,928615,Frankfurt Street 1197
Stuttgart,62,1,1,220342,Stuttgart Street 558
Frankfurt,161,4,3,1353344,Frankfurt Street 4638
Munich,93,2,2,775508,Munich Street 2964
Munich,97,2,2,739612,Munich Street 489
Frankfurt,40,1,1,327196,Frankfurt Street 3233
Berlin,79,1,1,507296,Berlin Street 3202
Frankfurt,185,4,3,1768477,Frankfurt Street 1044
Frankfurt,187,4,4,1483720,Frankfurt Street 1289
Munich,183,4,4,1323132,Munich Street 4073
Berlin,140,3,2,1090210,Berlin Street 3419
Berlin,173,4,3,1075667,Berlin Street 1193
Stuttgart,40,1,1,331592,Stuttgart Street 2273
Frankfurt,101,2,2,712579,Frankfurt Street 2798
Hamburg,167,4,4,1046129,Hamburg Street 2525
Frankfurt,160,4,4,1269008,Frankfurt Street 3163
Stuttgart,180,4,3,1353463,Stuttgart Street 3845
Hamburg,53,1,1,418220,Hamburg Street 2806
Cologne,162,4,3,1042411,Cologne Street 2062
Stuttgart,98,2,2,465055,Stuttgart Street 2368
Cologne,161,4,3,1000039,Cologne Street 2565
Hamburg,91,2,1,759221,Hamburg Street 2856
Hamburg,79,1,1,534970,Hamburg Street 4241
Stuttgart,135,3,3,962607,Stuttgart Street 2162
Cologne,138,3,2,1123523,Cologne Street 1141
Stuttgart,105,2,1,675364,Stuttgart Street 2962
Stuttgart,168,4,4,871213,Stuttgart Street 1675
Frankfurt,178,4,3,1343795,Frankfurt Street 961
Stuttgart,104,2,1,704468,Stuttgart Street 1686
Cologne,192,4,4,1053293,Cologne Street 1500
Stuttgart,157,3,3,1136198,Stuttgart Street 2013
Frankfurt,153,3,3,1310712,Frankfurt Street 4655
Frankfurt,167,4,4,1300180,Frankfurt Street 1199
Hamburg,185,4,3,1413779,Hamburg Street 2069
Berlin,126,3,3,1116036,Berlin Street 27
Berlin,78,1,1,472232,Berlin Street 4056
Frankfurt,170,4,4,1399818,Frankfurt Street 4188
Cologne,137,3,2,836723,Cologne Street 2177
Berlin,139,3,3,750562,Berlin Street 4877
Berlin,151,3,3,866682,Berlin Street 3170
Hamburg,60,1,1,390635,Hamburg Street 1484
Berlin,122,3,2,850012,Berlin Street 337
Berlin,101,2,1,964933,Berlin Street 4494
Cologne,98,2,1,570965,Cologne Street 786
Stuttgart,138,3,2,948758,Stuttgart Street 328
Stuttgart,175,4,3,1295930,Stuttgart Street 81
Berlin,116,2,2,813686,Berlin Street 2329
Frankfurt,91,2,1,747213,Frankfurt Street 1806
Cologne,184,4,4,1572532,Cologne Street 4528
Hamburg,90,2,1,333539,Hamburg Street 189
Cologne,179,4,4,636125,Cologne Street 1802
Munich,128,3,2,980096,Munich Street 4438
Cologne,34,1,1,281939,Cologne Street 747
Cologne,187,4,4,873424,Cologne Street 3984
Berlin,54,1,1,139864,Berlin Street 3330
Munich,91,2,2,861861,Munich Street 4994
Munich,74,1,1,659652,Munich Street 2290
Berlin,30,1,1,152481,Berlin Street 2528
Frankfurt,178,4,4,1114735,Frankfurt Street 3655
Munich,89,2,1,609777,Munich Street 672
Frankfurt,143,3,3,1140058,Frankfurt Street 1232
Stuttgart,128,3,3,839747,Stuttgart Street 189
Cologne,99,2,1,739720,Cologne Street 4027
Frankfurt,164,4,4,548872,Frankfurt Street 2639
Berlin,157,3,3,845616,Berlin Street 3623
Cologne,82,2,2,432022,Cologne Street 1184
Stuttgart,49,1,1,348658,Stuttgart Street 1380
Frankfurt,83,2,1,577733,Frankfurt Street 2575
Hamburg,133,3,3,1110403,Hamburg Street 2038
Stuttgart,104,2,1,489943,Stuttgart Street 3109
Cologne,150,3,2,1029280,Cologne Street 4615
Munich,195,4,3,1842588,Munich Street 3705
Stuttgart,35,1,1,359973,Stuttgart Street 4684
Hamburg,122,3,3,793763,Hamburg Street 168
Frankfurt,141,3,3,1171167,Frankfurt Street 3475
Berlin,141,3,3,585851,Berlin Street 2853
Munich,98,2,2,434500,Munich Street 2129
Frankfurt,70,1,1,638249,Frankfurt Street 1796
Cologne,195,4,3,1324525,Cologne Street 298
Frankfurt,123,3,2,1185533,Frankfurt Street 1873
Berlin,70,1,1,330020,Berlin Street 4529
Berlin,94,2,1,674532,Berlin Street 4303
Hamburg,145,3,2,1434209,Hamburg Street 2402
Munich,141,3,3,1299103,Munich Street 1524
Munich,134,3,3,1202005,Munich Street 1366
Cologne,47,1,1,320146,Cologne Street 756
Cologne,43,1,1,200534,Cologne Street 2362
Cologne,150,3,3,1296536,Cologne Street 1376
Munich,34,1,1,253692,Munich Street 4937
Stuttgart,49,1,1,404579,Stuttgart Street 832
Hamburg,75,1,1,371192,Hamburg Street 3790
Cologne,124,3,2,644295,Cologne Street 1252
Cologne,77,1,1,673882,Cologne Street 72
Hamburg,73,1,1,489091,Hamburg Street 4205
Berlin,158,3,2,1325502,Berlin Street 3227
Munich,72,1,1,602424,Munich Street 3843
Munich,63,1,1,338232,Munich Street 4989
Hamburg,176,4,4,1493285,Hamburg Street 3789
Munich,146,3,2,1094588,Munich Street 901
Stuttgart,93,2,1,794967,Stuttgart Street 4965
Berlin,47,1,1,307040,Berlin Street 1114
Berlin,103,2,2,462876,Berlin Street 4333
Frankfurt,131,3,3,1055375,Frankfurt Street 4302
Frankfurt,195,4,4,2189091,Frankfurt Street 4961
Cologne,133,3,3,993571,Cologne Street 4289
Frankfurt,72,1,1,555139,Frankfurt Street 1035
Berlin,82,2,1,647631,Berlin Street 4914
Hamburg,106,2,1,795356,Hamburg Street 4952
Frankfurt,127,3,3,1032112,Frankfurt Street 2454
Hamburg,36,1,1,202610,Hamburg Street 3992
Munich,34,1,1,302516,Munich Street 3568
Stuttgart,67,1,1,606562,Stuttgart Street 4837
Stuttgart,65,1,1,405983,Stuttgart Street 3247
Munich,66,1,1,720828,Munich Street 1861
Frankfurt,94,2,2,719752,Frankfurt Street 3271
Frankfurt,149,3,3,955846,Frankfurt Street 1677
Frankfurt,63,1,1,589447,Frankfurt Street 421
Munich,67,1,1,536834,Munich Street 2421
Hamburg,43,1,1,356629,Hamburg Street 3811
Frankfurt,197,4,4,1446936,Frankfurt Street 640
Cologne,105,2,2,705456,Cologne Street 4199
Cologne,152,3,2,1135628,Cologne Street 3928
Berlin,120,3,3,825379,Berlin Street 1585
Hamburg,159,3,2,687903,Hamburg Street 91
Berlin,67,1,1,337839,Berlin Street 491
Berlin,160,4,3,1233317,Berlin Street 4269
Hamburg,36,1,1,252350,Hamburg Street 3305
Hamburg,186,4,4,1198923,Hamburg Street 2843
Cologne,113,2,2,559614,Cologne Street 3015
Berlin,162,4,3,825607,Berlin Street 3592
Frankfurt,140,3,2,650439,Frankfurt Street 4490
Stuttgart,174,4,3,1278565,Stuttgart Street 1257
Frankfurt,114,2,2,782773,Frankfurt Street 2189
Munich,66,1,1,452548,Munich Street 764
Cologne,128,3,3,858541,Cologne Street 3231
Munich,40,1,1,364750,Munich Street 2482
Berlin,64,1,1,590154,Berlin Street 3428
Cologne,79,1,1,374763,Cologne Street 1243
Frankfurt,170,4,4,1633467,Frankfurt Street 1726
Berlin,46,1,1,357191,Berlin Street 307
Hamburg,153,3,2,929950,Hamburg Street 1795
Frankfurt,72,1,1,584427,Frankfurt Street 936
Berlin,147,3,3,868046,Berlin Street 3049
Frankfurt,96,2,2,776608,Frankfurt Street 2675
Cologne,69,1,1,610816,Cologne Street 4865
Munich,87,2,1,829069,Munich Street 3555
Frankfurt,99,2,2,850749,Frankfurt Street 4169
Hamburg,157,3,3,1033115,Hamburg Street 421
Cologne,106,2,2,506858,Cologne Street 873
Munich,172,4,3,1401043,Munich Street 1794
Munich,148,3,2,1561582,Munich Street 808
Stuttgart,168,4,4,875153,Stuttgart Street 3381
Stuttgart,132,3,3,781092,Stuttgart Street 4642
Hamburg,106,2,1,782473,Hamburg Street 1987
Munich,189,4,4,1290130,Munich Street 544
Hamburg,44,1,1,266585,Hamburg Street 3326
Frankfurt,69,1,1,492603,Frankfurt Street 3877
Berlin,115,2,2,543340,Berlin Street 969
Hamburg,90,2,2,521753,Hamburg Street 4030
Frankfurt,180,4,3,1601522,Frankfurt Street 3321
Frankfurt,90,2,2,518445,Frankfurt Street 1993
Cologne,72,1,1,333136,Cologne Street 1305
Cologne,113,2,2,671577,Cologne Street 679
Berlin,51,1,1,380028,Berlin Street 70
Munich,168,4,4,1371759,Munich Street 4036
Berlin,195,4,3,1149728,Berlin Street 421
Berlin,150,3,2,983649,Berlin Street 268
Munich,104,2,2,575358,Munich Street 2927
Stuttgart,176,4,3,1450602,Stuttgart Street 332
Munich,109,2,2,997550,Munich Street 819
Berlin,179,4,3,1068253,Berlin Street 324
Cologne,30,1,1,245041,Cologne Street 1393
Frankfurt,155,3,2,936371,Frankfurt Street 2190
Cologne,104,2,1,866731,Cologne Street 2331
Munich,46,1,1,403081,Munich Street 4966
Hamburg,70,1,1,470075,Hamburg Street 4067
Cologne,87,2,2,589248,Cologne Street 263
Frankfurt,116,2,1,885389,Frankfurt Street 3873
Frankfurt,121,3,3,1174140,Frankfurt Street 2406
Stuttgart,132,3,3,776817,Stuttgart Street 1927
Hamburg,200,5,5,1220394,Hamburg Street 1725
Munich,148,3,2,1518733,Munich Street 1272
Berlin,50,1,1,286290,Berlin Street 4815
Berlin,67,1,1,513936,Berlin Street 3678
Munich,68,1,1,774454,Munich Street 2315
Hamburg,111,2,1,734977,Hamburg Street 3946
Frankfurt,134,3,2,1187631,Frankfurt Street 4523
Stuttgart,180,4,4,1038503,Stuttgart Street 1719
Frankfurt,197,4,3,1768544,Frankfurt Street 2984
Munich,130,3,2,1149072,Munich Street 2827
Berlin,42,1,1,298827,Berlin Street 2066
Frankfurt,77,1,1,523053,Frankfurt Street 3798
Stuttgart,131,3,3,656097,Stuttgart Street 3684
Munich,113,2,2,1057174,Munich Street 2579
Cologne,77,1,1,307520,Cologne Street 1345
Hamburg,136,3,2,917050,Hamburg Street 3989
Hamburg,67,1,1,573205,Hamburg Street 1150
Munich,161,4,4,1421022,Munich Street 2277
Munich,76,1,1,897725,Munich Street 315
Berlin,191,4,4,1496034,Berlin Street 2810
Cologne,125,3,3,738837,Cologne Street 23
Berlin,153,3,2,999932,Berlin Street 1730
Munich,115,2,2,968239,Munich Street 4349
Frankfurt,165,4,3,879747,Frankfurt Street 3564
Stuttgart,40,1,1,243576,Stuttgart Street 4842
Cologne,104,2,2,627885,Cologne Street 365
Hamburg,115,2,1,490801,Hamburg Street 3337
Cologne,190,4,3,1304272,Cologne Street 3888
Frankfurt,148,3,2,1096894,Frankfurt Street 2582
Cologne,87,2,2,393663,Cologne Street 2169
Hamburg,196,4,3,1525285,Hamburg Street 1880
Stuttgart,178,4,4,1526138,Stuttgart Street 3235
Hamburg,31,1,1,233334,Hamburg Street 333
Munich,145,3,2,1152617,Munich Street 3253
Berlin,140,3,2,1017642,Berlin Street 624
Hamburg,167,4,4,1365979,Hamburg Street 134
Cologne,193,4,4,1393087,Cologne Street 4918
Stuttgart,43,1,1,269312,Stuttgart Street 4753
Munich,166,4,4,1489056,Munich Street 950
Munich,129,3,3,1358668,Munich Street 1452
Cologne,197,4,3,1179751,Cologne Street 117
Stuttgart,139,3,2,1479920,Stuttgart Street 2694
Stuttgart,92,2,2,617462,Stuttgart Street 170
Berlin,63,1,1,412154,Berlin Street 1385
Stuttgart,104,2,2,675092,Stuttgart Street 3405
Munich,139,3,2,1234258,Munich Street 1343
Hamburg,54,1,1,253324,Hamburg Street 2536
Cologne,170,4,3,1029755,Cologne Street 625
Munich,61,1,1,405247,Munich Street 1963
Berlin,99,2,1,660918,Berlin Street 929
Frankfurt,116,2,1,1084755,Frankfurt Street 4100
Cologne,149,3,2,1144106,Cologne Street 3943
Stuttgart,187,4,4,737249,Stuttgart Street 683
Hamburg,53,1,1,537450,Hamburg Street 1446
Frankfurt,78,1,1,644329,Frankfurt Street 150
Cologne,52,1,1,298685,Cologne Street 1330
Munich,117,2,1,1025752,Munich Street 4277
Stuttgart,166,4,3,1288871,Stuttgart Street 3922
Stuttgart,119,2,1,773467,Stuttgart Street 2787
Frankfurt,140,3,2,1135225,Frankfurt Street 4198
Frankfurt,84,2,1,575596,Frankfurt Street 1558
Cologne,193,4,4,1206263,Cologne Street 4804
Stuttgart,47,1,1,304117,Stuttgart Street 4050
Cologne,147,3,3,713180,Cologne Street 2640
Stuttgart,124,3,2,957125,Stuttgart Street 344
Berlin,145,3,2,1052828,Berlin Street 31
Cologne,120,3,2,900029,Cologne Street 3052
Stuttgart,116,2,2,1012666,Stuttgart Street 61
Hamburg,148,3,2,1134723,Hamburg Street 1099
Berlin,182,4,3,1056957,Berlin Street 4857
Munich,151,3,3,1499041,Munich Street 4535
Cologne,117,2,1,579591,Cologne Street 267
Stuttgart,111,2,1,682538,Stuttgart Street 2557
Cologne,138,3,3,757438,Cologne Street 319
Berlin,44,1,1,347779,Berlin Street 1122
Stuttgart,96,2,2,855761,Stuttgart Street 1254
Hamburg,117,2,2,924501,Hamburg Street 610
Cologne,123,3,2,1015712,Cologne Street 4082
Hamburg,106,2,2,628986,Hamburg Street 187
Berlin,102,2,2,709223,Berlin Street 1514
Stuttgart,53,1,1,387548,Stuttgart Street 4301
Cologne,183,4,3,1455172,Cologne Street 2970
Berlin,54,1,1,342911,Berlin Street 2735
Hamburg,61,1,1,405386,Hamburg Street 4722
Munich,179,4,3,1686098,Munich Street 1897
Berlin,100,2,2,763901,Berlin Street 4508
Cologne,50,1,1,294552,Cologne Street 4525
Stuttgart,106,2,1,785288,Stuttgart Street 3307
Berlin,109,2,2,558518,Berlin Street 762
Stuttgart,115,2,2,431584,Stuttgart Street 427
Munich,47,1,1,415516,Munich Street 4820
Berlin,57,1,1,415619,Berlin Street 349
Frankfurt,122,3,3,1001476,Frankfurt Street 4440
Berlin,97,2,1,384660,Berlin Street 4841
Cologne,93,2,1,588024,Cologne Street 2737
Munich,77,1,1,364118,Munich Street 138
Frankfurt,85,2,1,844622,Frankfurt Street 1388
Stuttgart,160,4,3,939346,Stuttgart Street 3342
Berlin,163,4,4,1325520,Berlin Street 4725
Stuttgart,78,1,1,695666,Stuttgart Street 4486
Munich,45,1,1,313604,Munich Street 1729
Cologne,200,5,5,1051882,Cologne Street 1577
Cologne,104,2,2,756756,Cologne Street 1116
Frankfurt,181,4,4,1173396,Frankfurt Street 4738
Hamburg,98,2,1,720062,Hamburg Street 1022
Stuttgart,137,3,3,928278,Stuttgart Street 4959
Frankfurt,30,1,1,150641,Frankfurt Street 3323
Cologne,78,1,1,293791,Cologne Street 1051
Cologne,77,1,1,547338,Cologne Street 2039
Munich,40,1,1,301814,Munich Street 2048
Stuttgart,41,1,1,273484,Stuttgart Street 3234
Munich,85,2,2,823052,Munich Street 923
Cologne,30,1,1,251876,Cologne Street 908
Stuttgart,33,1,1,234009,Stuttgart Street 877
Hamburg,82,2,2,550182,Hamburg Street 1183
Munich,195,4,3,1823297,Munich Street 3021
Hamburg,135,3,3,708211,Hamburg Street 4251
Stuttgart,100,2,2,783472,Stuttgart Street 1652
Stuttgart,67,1,1,557964,Stuttgart Street 3189
Hamburg,78,1,1,638003,Hamburg Street 4014
Frankfurt,100,2,2,477866,Frankfurt Street 401
Hamburg,30,1,1,183109,Hamburg Street 3798
Munich,45,1,1,315312,Munich Street 3759
Cologne,104,2,1,721328,Cologne Street 3387
Berlin,103,2,1,733871,Berlin Street 2322
Hamburg,75,1,1,701644,Hamburg Street 113
Frankfurt,165,4,3,1159595,Frankfurt Street 4805
Frankfurt,119,2,2,835830,Frankfurt Street 1838
Frankfurt,81,2,2,777072,Frankfurt Street 3907
Frankfurt,99,2,1,818003,Frankfurt Street 3936
Munich,142,3,2,1513011,Munich Street 141
Munich,195,4,4,1753213,Munich Street 3151
Munich,171,4,3,1117126,Munich Street 900
Hamburg,124,3,3,654756,Hamburg Street 810
Hamburg,198,4,4,983232,Hamburg Street 3308
Berlin,46,1,1,338590,Berlin Street 1977
Hamburg,94,2,1,837688,Hamburg Street 4555
Cologne,177,4,3,1648778,Cologne Street 4072
Cologne,30,1,1,238398,Cologne Street 161
Hamburg,171,4,4,1517537,Hamburg Street 4653
Hamburg,30,1,1,190943,Hamburg Street 1585
Munich,57,1,1,372443,Munich Street 3481
Hamburg,99,2,1,833987,Hamburg Street 3293
Stuttgart,184,4,4,1495279,Stuttgart Street 788
Frankfurt,150,3,2,1195141,Frankfurt Street 2007
Hamburg,41,1,1,318070,Hamburg Street 2924
Frankfurt,91,2,2,755679,Frankfurt Street 4040
Munich,140,3,2,1495548,Munich Street 625
Berlin,174,4,3,1423925,Berlin Street 1895
Frankfurt,41,1,1,354608,Frankfurt Street 3827
Frankfurt,166,4,3,1513829,Frankfurt Street 841
Stuttgart,170,4,4,1406085,Stuttgart Street 1112
Munich,84,2,1,648144,Munich Street 3039
Berlin,39,1,1,291857,Berlin Street 96
Cologne,134,3,2,657067,Cologne Street 2298
Stuttgart,180,4,4,1634550,Stuttgart Street 1713
Berlin,117,2,1,578813,Berlin Street 974
Berlin,94,2,1,645925,Berlin Street 362
Frankfurt,100,2,1,648155,Frankfurt Street 53
